label,mode,folder,fs,pre_ms,lead_ms,post_ms,peak,clip,rms_pre,rms_post,snr_proxy_db,onset_sample,onset_ms_est,onset_minus_enter_ms,flags,moved_to
d#1,stress,d#1\rep001_20251219-231928,48000,300,0,400,0.087493896484375,0,0.006286102347075939,0.020826412364840508,10.404659345544191,16320,340.0,40.0,,
d#2,stress,d#2\rep001_20251219-232332,48000,300,0,400,0.144744873046875,0,0.009364319033920765,0.048781998455524445,14.335666986817273,15360,320.0,20.0,,
d#2,stress,d#2\rep002_20251219-232335,48000,300,0,400,0.133636474609375,0,0.006564490497112274,0.046396948397159576,16.98576672942298,15600,325.0,25.0,,
d#2,stress,d#2\rep003_20251219-232338,48000,300,0,400,0.147216796875,0,0.005500368773937225,0.051110152155160904,19.36230591029187,15360,320.0,20.0,,
d#2,stress,d#2\rep004_20251219-232341,48000,300,0,400,0.1365966796875,0,0.005038718692958355,0.045240554958581924,19.064154686889882,15360,320.0,20.0,,
d#2,stress,d#2\rep005_20251219-232345,48000,300,0,400,0.132781982421875,0,0.010429808869957924,0.04516881704330444,12.731246695171311,15120,315.0,15.0,,
d#3,stress,d#3\rep001_20251219-234632,48000,300,0,400,0.109375,0,0.0033327105920761824,0.028719492256641388,18.707580812182744,15600,325.0,25.0,,
d#3,stress,d#3\rep002_20251219-234635,48000,300,0,400,0.1114501953125,0,0.006411919370293617,0.025943974032998085,12.140967950340169,15360,320.0,20.0,,
d#3,stress,d#3\rep003_20251219-234639,48000,300,0,400,0.0960693359375,0,0.003685583593323827,0.023342203348875046,16.032709659504228,15840,330.0,30.0,,
d#3,stress,d#3\rep004_20251219-234646,48000,300,0,400,0.10601806640625,0,0.002448450308293104,0.020841991528868675,18.600955282823236,14640,305.0,5.0,,
d#4,stress,d#4\rep001_20251219-235017,48000,300,0,400,0.178802490234375,0,0.0022141605149954557,0.04751843586564064,26.633056961122175,14880,310.0,10.0,,
d#4,stress,d#4\rep002_20251219-235023,48000,300,0,400,0.15911865234375,0,0.0025549347046762705,0.04235389083623886,24.39026695300405,15360,320.0,20.0,,
d#4,stress,d#4\rep003_20251219-235030,48000,300,0,400,0.16729736328125,0,0.002801004098728299,0.04517821595072746,24.152303744740074,15360,320.0,20.0,,
d#5,stress,d#5\rep001_20251219-235359,48000,300,0,400,0.073944091796875,0,0.0033348319120705128,0.01575438492000103,13.486548015593003,15360,320.0,20.0,,
